a	art.一(个)；每一(个)
uneasy	a.心神不安的，忧虑的
unexpected	a.想不到的，意外的
unfair	a.不公平的，不公正的
unfortunate	a.不幸的；可取的
unfortunately	ad.不幸地
unhappy	a.不幸福的，不快乐的
uniform	a.一样的
union	n.联合；团结；协会
unique	a.唯一的，独一无二的
unit	n.单位；单元；部件
unite	vi.联合
unity	n.单一；统一；团结
universal	a.宇宙的；普遍的
universe	n.宇宙，世界
university	n.大学，综合性大学
unjust	a.非正义的；不公平的
unkind	a.不仁慈的，不和善的
unknown	a.不知道的；未知的
unless	conj.除非，如果不
unlike	a.不同的
unlikely	a.未必的，未必可能的
unload	vt.卸(货)
unlucky	a.不幸的；不吉的
unnecessary	a.不必要的，多余的
unpleasant	a.令人不快的，讨厌的
unsatisfactory	a.不能令人满意的
unstable	a.不稳固的；不稳定的
unsuitable	a.不合适的，不适宜的
until	prep&conj.直到…为止
unusual	a.不平常的；独特的
unusually	a.不平常地，非常
unwilling	a.不愿意的
up	ad.向上；起床，起来
upon	prep.在…上；在…旁
upper	a.上面的；地位较高的
upright	a.垂直的；正直的
upset	vt.弄翻，打翻，倾覆
upside-down	a.颠倒的，乱七八糟的
upstairs	ad.在楼上
up-to-date	a.直到最近的，现代的
upward	a.向上的，上升的
upwards	ad.趋向上升；以上
urge	vt.推进；催促
urgent	a.紧急的；强求的
us	pron.(宾格)我们
usage	n.使用，对待；惯用法
use	vt.用；耗费
used	vi.过去常常
used	a.旧的；习惯于…的
useful	a.有用的，有益的
useless	a.无用的，无价值的
user	n.用户，使用者
usual	a.通常的；平常的
usually	ad.通常
utility	n.效用，有用，实用
utilize	vt.利用
utmost	a.最远的
utter	a.完全的，彻底的
utter	vt.发出，说，讲
vacant	a.空的；未被占用的
vacation	n.假期，休假
vacuum	n.真空；真空吸尘器
vague	a.模糊的，含糊的
vain	a.徒劳的；自负的
valid	a.有效的；正当的
valley	n.(山)谷，溪谷；流域
valuable	a.值钱的；有价值的
value	n.价值；价格
van	n.大篷车，运货车
vanish	vi.突然不见，消失
vanity	n.虚荣心，虚夸
vapour	n.汽，蒸气
variable	a.易变的
variation	n.变化，变动；变异
variety	n.多样化；种类；变种
various	a.各种各样的，不同的
vary	vt.改变；使多样化
vase	n.瓶，花瓶
vast	a.巨大的；大量的
vegetable	n.植物；蔬菜
vehicle	n.车辆，机动车
veil	n.面纱，面罩；遮蔽物
velocity	n.速度，速率
velvet	n.丝绒，天鹅绒
venture	n.&vi.冒险
verb	n.动词
verify	vt.证实，查证；证明
version	n.译文；说法；改写本
vertical	a.垂直的，竖式的
very	ad.很；完全
vessel	n.容器；船，飞船；管
vest	n.汗衫；背心；内衣
veteran	n.老兵，老手
vex	vt.使烦恼，使恼火
via	prep.经过；通过
vibrate	vt.使颤动
vibration	n.颤动，振动；摆动
vice	n.罪恶；恶习；缺点
vice	n.(老)虎钳
victim	n.牺牲者，受害者
victorious	a.胜利的，得胜的
victory	n.胜利，战胜
video	a.电视的
view	n.看；视力；风景
viewpoint	n.观点，看法，见解
vigorous	a.朝气蓬勃的
village	n.乡村，村庄
vine	n.葡萄树
vinegar	n.醋
violence	n.猛烈，激烈；暴力
violent	a.猛烈的；狂暴的
violet	n.紫罗兰
violin	n.小提琴
virtually	ad.实际上，事实上
virtue	n.善；美德；优点
visible	a.可见的，看得见的
vision	n.视；想象力；梦幻
visit	vt.&n.访问，参观
visitor	n.访问者；游客
visual	a.看的；看得见的
vital	a.生命的；有生命力的
vitamin	n.维生素，维他命
vivid	a.鲜艳的；生动的
vocabulary	n.词汇表；词汇，语汇
voice	n.说话声；意见；语态
volcano	n.火山
volleyball	n.排球，排球运动
volt	n.伏特，伏
voltage	n.电压
volume	n.卷，册；容积；音量
voluntary	a.自愿的，志愿的
vote	n.选举，投票，表决
voyage	n.&vi.航海，航空
W	X
wage	n.工资，报酬
wage	vt.开展(运动)
waggon	n.四轮运货马车
waist	n.腰，腰部
wait	vi.等，等候
waiter	n.侍者，服务员
wake	vi.醒，醒来
waken	vi.醒来
walk	vi.&n.走，步行
wall	n.墙，壁，围墙，城墙
wallet	n.钱包，皮夹子
wander	vi.漫游；迷路；离题
want	vt.要
war	n.战争；冲突，斗争
warm	a.温暖的；热烈的
warmth	n.暖和，温暖；热烈
warn	vt.警告
wash	vt.洗；冲出
waste	n.浪费；废物；垃圾
watch	vt.&vi.观看
water	n.水
waterfall	n.瀑布
waterproof	a.不透水的，防水的
wave	n.波；波涛
wavelength	n.波长
wax	n.蜡，蜂蜡
way	n.路；路线；方向
we	pron.(主格)我们
weak	a.弱的；软弱的
weaken	vt.削弱
weakness	n.虚弱，软弱；弱点
wealth	n.财富，财产；丰富
wealthy	a.富的，富裕的
weapon	n.武器，兵器
wear	vt.穿着，戴；磨损
weary	a.疲倦的
weather	n.天气
weave	vt.织，编
wedding	n.婚礼
Wednesday	n.星期三
weed	n.杂草，野草
week	n.星期，周
weekday	n.周日，工作日
weekend	n.周末，周末假期
weekly	a.每周的
weep	vi.哭泣，流泪
weigh	vt.称…的重量；掂量
weight	n.重；砝码；重担
welcome	int.&n.&vt.欢迎
weld	vt.&n.焊接，熔接
welfare	n.幸福，福利
well	n.井
well	ad.好；完全地
well-known	a.众所周知的，出名的
west	n.西；西洋
western	a.西方的，西部的
westward	a.向西的
wet	a.湿的；下雨的
what	pron.什么
whatever	pron.无论什么
wheat	n.小麦
wheel	n.轮，车轮
when	ad.什么时候；当…时
whenever	conj.无论何时，每当
where	ad.在哪里
wherever	ad.究竟在哪里
whether	conj.是否
which	pron.哪一个
whichever	a.无论哪个，无论哪些
while	conj.当…的时候；而
whilst	conj.&n.当…的时候
whip	vt.鞭笞；搅打
whirl	vt.使回旋
whisky	n.威士忌酒
whisper	vt.低声地讲
whistle	n.口哨
white	a.白的
whitewash	vt.粉刷，涂白
who	pron.谁；…的人
whoever	pron.谁；无论谁
whole	a.完整的
wholly	ad.完全地，全部
whom	pron.(宾格)谁
whose	pron.谁的；哪个人的
why	ad.为什么
wicked	a.坏的；令人厌恶的
wide	a.宽阔的
widely	ad.广，广泛
widen	vt.加宽
widespread	a.分布广的，普遍的
widow	n.寡妇
width	n.宽阔，广阔；宽度
wife	n.妻子
wild	a.野生的；野蛮的
will	aux.v.将要，会；愿
willing	a.愿意的，心甘情愿的
win	vi.获胜，赢
wind	n.风；气息，呼吸
wind	vt.绕，缠绕
window	n.窗子，窗户，窗口
wine	n.葡萄酒，果酒
wing	n.翼，翅膀，翅
winner	n.获胜者，优胜者
winter	n.冬天，冬季
wipe	vt.&n.揩，擦
wire	n.金属线；电缆；电信
wireless	a.不用电线的，无线的
wisdom	n.智慧，才智；名言
wise	a.有智慧的，聪明的
wish	vt.祝；想要
wit	n.智力，才智，智能
with	prep.和…一起；具有
withdraw	vt.收回；撤回vi.撤退
within	prep.在…里面
without	prep.无，没有，不
withstand	vt.抵挡，反抗
witness	n.证据；证人
wolf	n.狼
woman	n.妇女，女人，女性
wonder	n.惊异，惊奇；奇迹
wonderful	a.惊人的；极好的
wood	n.树林，森林；木头
wooden	a.木制的；呆板的
wool	n.羊毛；毛线，绒线
woollen	a.羊毛制的，毛线的
word	n.词；话；消息；语言
work	n.工作；职业
worker	n.工人；工作者，人员
workman	n.工人，劳动者，工匠
workshop	n.车间，工场；创作室
world	n.世界；世人；世间
world-wide	a.遍及全球的
worm	n.虫，蠕虫
worry	vt.使烦恼
worse	a.更坏的
worship	n.礼拜；崇拜
worst	a.最坏的
worth	a.值…的
worthless	a.无价值的，无用的
worthwhile	a.值得花时间的
worthy	a.有价值的；值得的
would	aux.v.将；愿；总是
wound	n.创伤，伤
wrap	vt.裹，包，捆
wreath	n.花环，花圈，花冠
wreck	n.失事；残骸
wrist	n.腕，腕关节
write	vt.书写；写
writer	n.作者，作家，文学家
writing	n.书写，写；著作
wrong	a.错误的
X-ray	n.X射线，X光
yard	n.院子，庭院；场地
yard	n.码
yawn	vi.打呵欠
year	n.年；年年
yearly	a.每年的
yell	vi.叫喊
yellow	a.黄(色)的
yes	ad.是，是的
yesterday	n.&ad.昨天，昨日
yet	ad.还；已经
yield	vt.&vi.出产
you	pron.你，你们
young	a.年轻的
your	pron.你的，你们的
yours	pron.你们的(东西)
yourself	pron.你自己；你亲自
youth	n.青春；青年们；青年
youthful	a.年轻的，青年的
zeal	n.热心，热情，热忱
zealous	a.热心的，热情的
zebra	n.斑马
zero	n.零；零点，零度
zone	n.地区，区域，范围
zoo	n.动物园
abbreviation	n.节略，缩写，缩短
abide	vt.遵守
abolish	vt.废除，取消
absent	a.不在意的
absorption	n.吸收；专注
abstract	a.理论上的
absurd	a.不合理的，荒唐的
abundance	n.丰富，充裕
accessory	n.同谋
accord	n.调和，符合；协议
acknowledge	vt.承认；告知收到
acquaint	vt.使认识，使了解
action	n.作用；情节
adhere	vi.粘附；追随；坚持
adjacent	a.毗连的；紧接着的
adjoin	vt.贴近，毗连；靠近
adjustable	a.可调整的，可校准的
administration	n.局(或署、处等)
admiration	n.钦佩；赞美，羡慕
adoption	n.收养；采纳，采取
adore	vt.崇拜；很喜欢
advantageous	a.有利的，有助的
advertise	vt.通知
advocate	n.辩护者
aerial	a.空气的；航空的
aerospace	n.航空和宇宙航行空间
affirm	vt.断言，批准；证实
agitation	n.鼓动，煸动；搅动
agreeable	a.惬意的；同意的
alas	int.唉，哎呀
album	n.粘贴簿；相册；文选
alert	a.警惕的；活跃的
algebra	n.代数学
alien	a.外国的
alignment	n.队列；结盟，联合
allied	a.联合的；联姻的
allowance	n津贴，补助费
alongside	prep.在…旁边
ally	n.盟国，同盟者，伙伴
alteration	n.变更，改变；蚀变
alternate	vt.使交替
amateur	a.业余的n.业余爱好者
ambassador	n.大使，使节
ambient	a.周围的，包围着的
ambiguous	a.模棱两可的；分歧的
ambitious	a.有雄心的；热望的
ample	a.足够的；宽敞的
amplitude	n.广大；充足；振幅
amusement	n.娱乐，消遣，乐趣
analogue	n.类似物；同源语
analogy	n.相似，类似；比拟
analytic(al)	a.分析的；分解的
anniversary	n.周年纪念日
announce	vt.报告…的来到
annually	ad.年年，每年
anode	n.阳极，正极，板极
answer	vi.符合，适合
antarctic	a.南极的
antenna	n.触角；天线
antique	a.古代的
anybody	n.重要人物
apparent	a.显然的
appendix	n.附录，附属物；阑尾
applaud	vt.喝彩；欢呼vi.欢呼
applause	n.喝彩；夸奖，称赞
appreciable	a.可估价的；可察觉的
appreciation	n.欣赏；鉴别；感激
apt	a.恰当的；聪明的
arc	n.弧，弓形物；弧光
arch	n.拱门
architect	n.建筑师；创造者
arctic	a.北极的
array	vt.装扮
ascend	vi.攀登，登高；追溯
ascertain	vt.查明，确定，弄清
ascribe	vt.把…归于
ashore	ad.在岸上，上岸
ass	n.驴；傻瓜，蠢笨的人
assassinate	vt.暗杀，行刺；中伤
assault	vt.袭击；殴打
assert	vt.断言，宣称；维护
assessment	n.估定；查定；估计数
assumption	n.采取；假定；傲慢
assurance	n.保证；财产转让书
astonishment	n.惊奇，惊讶
astronomy	n.天文学
atom	n.微粒；微量
attachment	n.连接物，附件；爱慕
attendance	n.到场；出席人数
attendant	n.侍者；护理人员
attorney	n.代理人；辩护律师
audience	n.正式会见；拜会
author	n.创造者，创始人
automate	vt.使自动化
avail	vt.有益于
availability	n.有效(性)；可得性
aviation	n.飞行
awake	vi.认识到
awful	a.威严的；令人崇敬的
awkward	a.不雅观的
axial	a.轴的；轴向的
axis	n.轴，轴线；第二颈椎
axle	n.(轮)轴，车轴，心棒
baby	n.一家中年龄最小的人
bachelor	n.未婚男子；学士
bacon	n.咸猪肉，熏猪肉
bacterium	n.细菌；拳击迷
badge	n.徽章，像章；标志
baffle	vt.使挫折
bait	n.饵；引诱物
balcony	n.阳台；楼厅，楼座
bald	a.秃头的；无毛的
ballet	n.芭蕾舞；舞剧
bamboo	n.竹；竹杆，竹棍
bandage	n.绷带，包带
bandit	n.土匪，盗匪，歹徒
bank	vi.把钱存入银行
banker	n.银行家
bankrupt	a.破产的
banquet	n.宴会，盛会，酒席
barely	ad.仅仅，勉强
barge	n.驳船；大型游船
barley	n.大麦
barometer	n.气压计，睛雨表
baron	n.男爵；贵族；巨商
barren	a.贫瘠的；不妊的
baseball	n.棒球；棒球运动
basement	n.地下室；地窖；底层
basin	n.内海；盆地，流域
battery	n.炮兵连；兵器群
battle	vi.战斗
bazaar	n.集市，廉价商店
bead	n.有孔小珠；露珠
beam	vi.发光，发热；微笑
bearing	n.支承；忍受；方位
bed	n.河床，(湖)底，矿床
beetle	n.甲虫；近视眼的人
beforehand	ad.预先；提前地
bend	vt.使屈从
bestow	vt.把…赠与
between	ad.当中，中间
beware	vt.&vi.谨防，当心
bewilder	vt.迷惑，把…弄糊涂
bid	vt.命令
bishop	n.(基督教的)主教
bitterness	n.苦味，辛酸，苦难
blacksmith	n.铁匠，锻工
blast	n.管乐器的声音
blaze	vt.使燃烧
bleach	vt.漂白
blind	n.百叶窗；窗帘；遮帘
block	n.阻塞；障碍物；炮闩
blond	n.白肤金发碧眼的人
blouse	n.女衬衫；童衫；罩衫
blue	a.伤心的；下流的
blunder	vi.犯大错
blush	vi.脸红，害臊
board	vt.(收费)供…膳食
body	n.物体；(液)体；实质
boiler	n.锅炉；热水贮槽
bore	n.讨厌的人；麻烦事
bound	a.应当的；必定的
bourgeois	a.资产阶级的；平庸的
box	n.专席
boycott	vt.&n.联合抵制
brace	n.支柱
brand	vt.在…上打烙印
breakdown	n.崩溃，倒塌；失败
breakfast	vi.吃早餐
breed	n.(动物)品种
bribe	n.贿赂
bridegroom	n.新郎
bridge	vt.架桥于，用桥连接
bridle	n.笼子；束缚
brightness	n.明亮，辉煌，聪明
broaden	vt.&vi.放宽，变阔
bronze	n.青铜色
brood	vt.沉思vi.郁闭地沉思
Buddhism	n.佛教，释教
budget	n.预算，预算案
buffalo	n.水牛；水陆坦克
bug	n.虫子；臭虫
bugle	n.军号，喇叭
bull	n.买空的证券投机商
bulletin	告示，公告，公报
bump	vt.撞击
bureaucracy	n.官僚主义；官僚机构
burglar	n.夜盗，窃贼
burial	n.安葬，埋葬，埋藏
burner	n.灯头，煤气头
bushel	n.蒲式耳(容量单位)
butt	n.大酒桶，桶
buzz	vi.(蜂等)嗡嗡叫
bypass	n.旁通管
by-product	n.副产品
cable	n.海底电报
calculus	n.微积分；结石
calibration	n.校准；标定，刻度
can	vt.装罐头
cane	n.(藤等)茎；手杖
cancel	vt.删去，勾销，取消
capability	n.能力，才能；性能
capacitance	n.电容，电容量
capacitor	n.电容器
cape	n.披肩，斗篷；海角
captive	a.被俘虏的；被迷住的
carry	vt.刊登
cartoon	n.漫画，动画片
cartridge	n.弹药筒，子弹；软片
catalogue	vt.为…编目录
catalyst	n.催化剂；刺激因素
category	n.种类，类目；范畴
cater	vi.迎合，投合
Catholic	a.天主教的n.天主教徒
caution	n.小心；告诫
cautious	a.小心的，谨慎的
cavity	n.洞，穴，空腔
cement	vt.粘结
censor	vt.审查，检查
cereal	n.谷类，五谷，禾谷
certainty	n.确实性，确信，确实
challenge	n.艰巨任务；要求回避
champion	n.斗士；提倡者
characterize	vt.表示…的特性
charcoal	n.炭，木炭；生物炭
charge	n.负荷；充电
charm	n.魅力；妩媚
charter	vt.租
chatter	vi.&n.喋喋不休
cheat	n.欺诈；骗取
check	n.支票，帐单
cherish	vt.珍爱；怀有(感情)
chestnut	n.栗子；栗树；栗色
chill	vi.感到寒冷；冷淬
chip	n.薄片，碎片
choice	n.入选者
chop	n.一块排骨，肉块
chord	n.(乐器的)弦
chorus	vt.&vi.合唱
Christ	n.救世主(耶稣基督)
Christian	a.基督教的
cigar	n.雪茄烟，叶卷烟
circular	n.传单，通报，通函
circulation	n.循环；(货币等)流通
circus	n.马戏；马戏团
cite	vt.引用，引证；举例
civilian	n.平民
claim	n.权利，所有权
clamp	n.夹子
clap	n.拍手喝采声；霹雳声
clash	n.碰撞声；抵触，冲突
clasp	vt.扣住，扣紧，钩住
classic	n.名著
clatter	n.得得声，卡嗒声
cleanliness	n.清洁
clearing	n.(森林中的)空旷地
client	n.顾客；诉讼委托人
climax	n.(兴趣的)顶点
cling	vi.粘住；依附；坚持
clinic	n.诊所，医务室；会诊
clip	vt.夹住
clip	vt.剪；剪辑报刊
cloak	vt.掩盖，覆盖，掩饰
clockwise	a.&ad.顺时针方向转的
closet	n.小房间；壁碗橱
cloudy	a.混浊的；模糊不清的
clown	n.(马戏的)小丑，丑角
cluster	n.一串
clutch	vt.抓住
coach	vt.辅导，指导，训练
cock	n.旋塞，开关，龙头
coefficient	n.协同因素；系数，率
coffin	n.棺材，柩
coherent	a.粘着的；紧凑的
coin	vt.铸造(硬币)
coincide	vi.相符合；相巧合
coke	n.焦炭
collaborate	vi.协作，合作；协调
collide	vi.碰撞；冲突，抵触
colonial	a.殖民地的，殖民的
colonist	n.移民；殖民地居民
combat	vt.跟…战斗
combustion	n.燃烧；氧化；骚动
comedy	n.喜剧；喜剧场面
commence	vt.开始
commend	vt.称赞，表扬；推荐
commission	n.委托，委任；委托状
